StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1,grocery_1,tennis_1,skiing_1,podcast_1,driving_1,cook_at_home_1,dairy_products_1,go_to_gym_1,drink_coffee_1,gender,age,politics,zip,attention_check,Q11,MTurkCode
2018-10-05 11:43:15,2018-10-05 11:47:46,IP Address,108.187.189.70,100,271,True,2018-10-05 11:47:46,R_bguvFoVeYJ4EkvL,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,47,43,62,85,42,91,96,54,55,54,50,83,89,61,80,Male,31,Democrat,76106,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",no,23125197
2018-10-05 11:45:31,2018-10-05 11:47:51,IP Address,65.35.91.28,100,139,True,2018-10-05 11:47:51,R_1gShJySCMKi7ZCJ,,,,,27.9474945068359375,-81.92040252685546875,anonymous,EN,50,65,65,80,5,25,5,5,10,50,90,50,85,20,70,Male,38,Republican,33759,"drink coffee,cook at home,go to the gym,drive to work",Everything worked,14061273
2018-10-05 11:46:03,2018-10-05 11:47:59,IP Address,67.227.105.64,100,116,True,2018-10-05 11:47:59,R_31GUa3lPnqZkq7a,,,,,41.1620025634765625,-73.21720123291015625,anonymous,EN,98,97,99,98,96,98,97,97,99,95,98,98,97,99,98,Female,26,Republican,19307,"drink coffee,go to the gym,drive to work",nice,76110519
2018-10-05 11:44:45,2018-10-05 11:48:02,IP Address,73.184.216.107,100,197,True,2018-10-05 11:48:03,R_1fiJZhtnuGFj3KW,,,,,33.6221923828125,-84.523101806640625,anonymous,EN,65,35,10,75,15,30,2,5,8,20,65,45,60,35,85,Male,28,Democrat,30349,"drink coffee,cook at home,go to the gym,drive to work",,68936506
2018-10-05 11:41:14,2018-10-05 11:48:09,IP Address,67.174.18.48,100,414,True,2018-10-05 11:48:09,R_3P767wqEVRFtHsR,,,,,29.1251983642578125,-82.002899169921875,anonymous,EN,67,23,50,51,17,25,98,14,50,16,87,59,87,26,50,Female,26,Democrat,34491,"drink coffee,cook at home,go to the gym,drive to work",,64882885
2018-10-05 11:42:06,2018-10-05 11:48:21,IP Address,180.190.66.150,100,374,True,2018-10-05 11:48:21,R_PuExiKWkwasmpBT,,,,,10.6667022705078125,122.95001220703125,anonymous,EN,50,27,42,66,18,17,28,8,20,26,59,67,70,16,20,Male,37,Democrat,97202,"drink coffee,cook at home,go to the gym,drive to work",,68948721
2018-10-05 11:45:27,2018-10-05 11:48:38,IP Address,173.49.245.26,100,190,True,2018-10-05 11:48:38,R_3pbgqjqaFOKdKrd,,,,,39.18170166015625,-75.59709930419921875,anonymous,EN,47,34,41,85,6,16,8,10,11,26,90,73,76,15,41,Male,28,Independent,19904,"drink coffee,cook at home,go to the gym,drive to work",,59216875
2018-10-05 11:40:36,2018-10-05 11:48:53,IP Address,185.245.87.194,100,497,True,2018-10-05 11:48:53,R_2X5Ibf2HTlQnq7y,,,,,34.0493927001953125,-118.26409912109375,anonymous,EN,29,28,12,11,18,39,2,14,11,8,56,63,62,13,27,Male,57,Independent,28791,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,38751510
2018-10-05 11:45:38,2018-10-05 11:49:18,IP Address,76.23.61.247,100,220,True,2018-10-05 11:49:18,R_3Ec1ckPpjZk5JED,,,,,40.587005615234375,-111.98780059814453125,anonymous,EN,45,55,22,70,18,20,15,15,22,21,78,92,83,35,45,Female,49,Democrat,84029,"drink coffee,cook at home,go to the gym,drive to work",,41081350
2018-10-05 11:46:33,2018-10-05 11:49:19,IP Address,98.223.41.72,100,165,True,2018-10-05 11:49:19,R_33j19aWz0pfEv4P,,,,,41.7606048583984375,-88.320098876953125,anonymous,EN,32,29,32,96,11,20,29,7,18,42,93,92,91,31,82,Female,35,Independent,60504,"drink coffee,cook at home,go to the gym,drive to work",,41772522
2018-10-05 11:43:26,2018-10-05 11:49:21,IP Address,108.18.64.248,100,354,True,2018-10-05 11:49:21,R_2fDKWpotam92Ng0,,,,,38.9084930419921875,-77.0177001953125,anonymous,EN,40,58,38,45,8,7,35,4,3,26,75,58,49,25,39,Female,35,Democrat,20015,"drink coffee,cook at home,go to the gym,drive to work",No comments,34970827
2018-10-05 11:47:20,2018-10-05 11:49:37,IP Address,192.81.179.4,100,137,True,2018-10-05 11:49:37,R_OpeeDczXFrv9VTz,,,,,36.2534942626953125,-78.89849853515625,anonymous,EN,75,48,20,70,10,22,15,5,8,15,61,90,85,35,70,Female,38,Democrat,27572,"watch TV,read newspapers,go to the movies,go to bars",,98469304
2018-10-05 11:40:38,2018-10-05 11:49:40,IP Address,172.11.220.144,100,541,True,2018-10-05 11:49:40,R_UfPez3ITWTqjCvv,,,,,39.597503662109375,-84.15599822998046875,anonymous,EN,53,52,29,57,14,22,25,16,36,39,85,76,75,30,85,Male,36,Independent,45385,"drink coffee,cook at home,go to the gym,drive to work",,84162855
2018-10-05 11:46:40,2018-10-05 11:49:44,IP Address,207.189.2.213,100,183,True,2018-10-05 11:49:44,R_2ClJHu8TR1beZRS,,,,,35.2277069091796875,-80.843902587890625,anonymous,EN,76,86,80,71,74,81,75,80,76,75,76,77,77,82,81,Female,21,Republican,32004,"drink coffee,cook at home,go to the gym,drive to work,watch TV,read newspapers,go to the movies,go to bars",no,25932714
2018-10-05 11:45:34,2018-10-05 11:49:44,IP Address,173.25.25.86,100,249,True,2018-10-05 11:49:44,R_cYfs9iH2xMV4myt,,,,,44.435394287109375,-93.845001220703125,anonymous,EN,55,45,40,70,25,33,50,20,40,30,70,55,60,40,66,Female,34,Democrat,55046,"drink coffee,cook at home,go to the gym,drive to work",,40696475
2018-10-05 11:45:55,2018-10-05 11:49:45,IP Address,107.173.171.201,100,230,True,2018-10-05 11:49:46,R_1Lb1sFo89Stv7aO,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,89,86,88,87,95,74,91,70,84,80,46,89,91,60,80,Male,42,Republican,79703,cook at home,okey,80863367
2018-10-05 11:46:42,2018-10-05 11:50:14,IP Address,67.216.134.151,100,211,True,2018-10-05 11:50:14,R_2V28oSgd6rXlgqE,,,,,32.095703125,-81.2530975341796875,anonymous,EN,50,55,30,90,40,40,20,35,70,40,60,95,90,45,85,Male,51,Other,31302,"drink coffee,cook at home,go to the gym,drive to work",None at this time,94221451
2018-10-05 11:42:51,2018-10-05 11:50:31,IP Address,24.242.17.216,100,460,True,2018-10-05 11:50:32,R_TdfWoVHHR388L05,,,,,31.9022979736328125,-106.40650177001953125,anonymous,EN,66,40,44,96,31,67,11,29,36,35,74,62,69,22,76,Male,39,Democrat,34983,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,30681896
2018-10-05 11:48:20,2018-10-05 11:50:43,IP Address,66.168.222.151,100,142,True,2018-10-05 11:50:43,R_ai7Hm9m8LYnATgl,,,,,32.350494384765625,-86.25659942626953125,anonymous,EN,53,47,52,66,13,27,38,22,30,26,83,97,91,56,69,Male,33,Democrat,36067,"drink coffee,cook at home,go to the gym,drive to work",,25911137
2018-10-05 11:48:47,2018-10-05 11:50:54,IP Address,67.189.131.19,100,127,True,2018-10-05 11:50:55,R_tXlKbR5oH7diOyZ,,,,,41.417205810546875,-73.59709930419921875,anonymous,EN,45,41,35,13,7,15,11,16,29,28,75,92,85,18,70,Male,34,Independent,10801,"drink coffee,cook at home,go to the gym,drive to work",,42524821
2018-10-05 11:47:01,2018-10-05 11:51:14,IP Address,69.23.116.225,100,252,True,2018-10-05 11:51:14,R_3D628L6OcvTisHe,,,,,38.9604034423828125,-94.5764007568359375,anonymous,EN,43,29,36,43,23,12,6,12,6,13,81,68,81,26,26,Male,23,Republican,64106,"drink coffee,cook at home,go to the gym,drive to work",,43168314
2018-10-05 11:48:14,2018-10-05 11:51:14,IP Address,107.219.126.149,100,179,True,2018-10-05 11:51:15,R_1Rp5OoaKr4GmIiB,,,,,41.6045074462890625,-87.99559783935546875,anonymous,EN,52,47,40,73,33,39,8,14,68,37,76,74,76,43,82,Male,41,Independent,60441,"drink coffee,cook at home,go to the gym,drive to work",,39926394
2018-10-05 11:49:12,2018-10-05 11:52:06,IP Address,98.127.137.72,100,173,True,2018-10-05 11:52:06,R_2VOqUpfxSmLfbAz,,,,,46.5171966552734375,-112.12110137939453125,anonymous,EN,65,15,35,50,7,12,20,5,25,30,75,90,92,40,75,Male,46,Independent,59602,"drink coffee,cook at home,go to the gym,drive to work",,89109215
2018-10-05 11:49:51,2018-10-05 11:52:14,IP Address,108.41.104.169,100,142,True,2018-10-05 11:52:14,R_2QGnGP5CezsObhS,,,,,40.6251983642578125,-73.94570159912109375,anonymous,EN,45,35,20,90,10,11,7,5,6,10,70,65,85,30,85,Female,57,Democrat,11210,"drink coffee,cook at home,go to the gym,drive to work",,71231699
2018-10-05 11:46:25,2018-10-05 11:52:16,IP Address,75.167.126.185,100,350,True,2018-10-05 11:52:16,R_3OoeKJD4xsPKSas,,,,,33.448394775390625,-112.07399749755859375,anonymous,EN,56,20,28,42,13,21,8,24,23,15,62,64,77,29,73,Male,26,Republican,85119,"watch TV,read newspapers,go to the movies,go to bars",,66959030
2018-10-05 11:51:21,2018-10-05 11:52:23,IP Address,24.175.68.0,100,62,True,2018-10-05 11:52:24,R_2RayC46EpLmho9X,,,,,25.950897216796875,-97.32540130615234375,anonymous,EN,44,30,14,67,20,33,27,20,19,17,42,64,74,33,56,Female,26,Independent,77013,"drink coffee,cook at home,go to the gym,drive to work",,90672009
2018-10-05 11:49:35,2018-10-05 11:52:37,IP Address,24.140.34.25,100,181,True,2018-10-05 11:52:37,R_1f3DmfEVKZ5Cj9f,,,,,40.8076934814453125,-81.97299957275390625,anonymous,EN,40,60,40,75,30,46,35,25,45,30,80,95,90,65,60,Female,51,Democrat,44677,"drink coffee,cook at home,go to the gym,drive to work",,75741873
2018-10-05 11:48:30,2018-10-05 11:52:38,IP Address,208.111.119.120,100,248,True,2018-10-05 11:52:39,R_1eWdifCP8L4Ek20,,,,,31.7440032958984375,-86.65219879150390625,anonymous,EN,40,30,30,40,30,30,30,40,35,43,55,85,85,30,60,Female,42,Republican,36040,"drink coffee,cook at home,go to the gym,drive to work",,68934415
2018-10-05 11:50:23,2018-10-05 11:52:51,IP Address,141.233.241.125,100,148,True,2018-10-05 11:52:52,R_2RUJhaH9NZsbU3h,,,,,44.059906005859375,-88.527801513671875,anonymous,EN,50,66,25,60,10,20,25,25,65,30,70,70,95,30,80,Male,35,Democrat,54901,"drink coffee,cook at home,go to the gym,drive to work",,27774993
2018-10-05 11:50:37,2018-10-05 11:53:01,IP Address,76.115.132.235,100,143,True,2018-10-05 11:53:02,R_2Yn9kJYlC64kvhI,,,,,45.0236053466796875,-123.1125030517578125,anonymous,EN,37,23,15,81,21,22,13,3,3,13,64,94,86,21,67,Female,60,Independent,97128,"drink coffee,cook at home,go to the gym,drive to work",,19599305
2018-10-05 11:51:17,2018-10-05 11:53:03,IP Address,71.76.227.204,100,106,True,2018-10-05 11:53:03,R_20YG0r2ufJK76Dq,,,,,35.8535003662109375,-80.1083984375,anonymous,EN,40,33,67,25,21,47,14,19,26,21,95,80,85,30,57,Male,37,Independent,27360,"drink coffee,cook at home,go to the gym,drive to work",,90186993
2018-10-05 11:49:01,2018-10-05 11:53:03,IP Address,23.94.165.215,100,242,True,2018-10-05 11:53:03,R_6ljHxAElBmYjgFb,,,,,34.453399658203125,-108.76979827880859375,anonymous,EN,70,73,91,77,72,71,82,65,69,76,71,77,67,74,75,Male,22,Republican,76244,"drive to work,watch TV,go to the movies",None,78697991
2018-10-05 11:46:43,2018-10-05 11:53:46,IP Address,107.172.110.52,100,422,True,2018-10-05 11:53:46,R_2v67hjuiVFlIY1C,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,75,87,78,79,88,51,95,91,67,93,72,94,85,90,81,Male,31,Republican,93230,"drink coffee,cook at home,go to the gym,drive to work",good,57852334
2018-10-05 11:51:36,2018-10-05 11:54:05,IP Address,45.51.19.63,100,149,True,2018-10-05 11:54:05,R_2yae4aRoLwD1RFM,,,,,33.9080963134765625,-117.1082000732421875,anonymous,EN,24,46,37,52,28,20,49,15,29,21,73,62,62,35,71,Female,38,Democrat,92557,"drink coffee,cook at home,go to the gym,drive to work",,20717507
2018-10-05 11:52:28,2018-10-05 11:54:23,IP Address,192.211.52.92,100,115,True,2018-10-05 11:54:24,R_25KR5ixor03tZe4,,,,,30.3105926513671875,-97.7227020263671875,anonymous,EN,66,33,25,80,21,57,34,20,40,35,70,90,56,35,60,Female,24,Democrat,92084,"drink coffee,cook at home,go to the gym,drive to work",,58053578
2018-10-05 11:50:19,2018-10-05 11:54:43,IP Address,67.250.96.148,100,264,True,2018-10-05 11:54:44,R_1oo6ynIwlQrUWZe,,,,,40.5966033935546875,-74.0774993896484375,anonymous,EN,61,32,40,80,23,75,20,32,26,10,67,40,85,29,90,Female,25,Independent,10306,"drink coffee,cook at home,go to the gym,drive to work",,37391750
2018-10-05 11:53:35,2018-10-05 11:54:47,IP Address,23.94.165.215,100,72,True,2018-10-05 11:54:47,R_1DvXgrP7tMqYBY2,,,,,34.453399658203125,-108.76979827880859375,anonymous,EN,68,75,70,73,69,82,79,72,81,81,63,73,69,64,82,Male,22,Republican,76244,"read newspapers,go to bars",None,68881012
2018-10-05 11:53:29,2018-10-05 11:54:51,IP Address,24.98.150.249,100,81,True,2018-10-05 11:54:51,R_3fq3iK3rtpY7g04,,,,,33.9828948974609375,-84.3242034912109375,anonymous,EN,58,55,71,60,25,59,34,69,26,60,76,65,66,53,44,Male,34,Democrat,30350,"drink coffee,cook at home,go to the gym,drive to work",,48345527
2018-10-05 11:50:53,2018-10-05 11:54:58,IP Address,196.17.66.140,100,245,True,2018-10-05 11:54:59,R_1hGrVo0GHpLA902,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,70,38,76,61,37,64,99,54,56,63,73,92,71,45,71,Male,23,Independent,97006,go to the gym,GOOD AND NICE.,75690446
2018-10-05 11:52:20,2018-10-05 11:55:07,IP Address,47.40.98.212,100,166,True,2018-10-05 11:55:07,R_2dSac76o6gLRhNE,,,,,42.1851043701171875,-121.614105224609375,anonymous,EN,44,31,20,57,7,14,1,5,9,3,64,90,60,21,58,Male,45,Independent,97603,"drink coffee,cook at home,go to the gym,drive to work",,44124942
2018-10-05 11:53:01,2018-10-05 11:56:11,IP Address,68.189.205.43,100,189,True,2018-10-05 11:56:11,R_3GD5AFIzeq3hTi6,,,,,36.89849853515625,-89.56690216064453125,anonymous,EN,58,33,43,71,20,62,18,37,21,42,68,70,86,43,72,Female,33,Independent,63701,"drink coffee,cook at home,go to the gym,drive to work",,96323009
2018-10-05 11:54:00,2018-10-05 11:56:17,IP Address,67.10.125.169,100,137,True,2018-10-05 11:56:18,R_33efMmo7iIuMESP,,,,,30.0503997802734375,-94.1743011474609375,anonymous,EN,20,22,32,48,7,69,5,24,8,36,71,78,76,33,40,Male,35,Independent,77706,"drink coffee,cook at home,go to the gym,drive to work",,54899730
2018-10-05 11:55:22,2018-10-05 11:56:33,IP Address,162.245.106.150,100,70,True,2018-10-05 11:56:33,R_1EgImnfcPT1h7BI,,,,,37.0030975341796875,-91.9658966064453125,anonymous,EN,58,36,37,94,4,20,13,21,68,29,86,66,79,18,79,Male,29,Independent,65301,"drink coffee,cook at home,go to the gym,drive to work",,28445702
2018-10-05 11:47:07,2018-10-05 11:57:40,IP Address,38.132.117.195,100,633,True,2018-10-05 11:57:40,R_0MUXLBp0jQ4zB5L,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,53,44,67,61,36,63,36,39,30,61,69,85,77,49,81,Male,28,Republican,77494,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,48285450
2018-10-05 11:47:11,2018-10-05 11:58:30,IP Address,69.130.217.41,100,678,True,2018-10-05 11:58:30,R_9p0Sc410Vp4cMDL,,,,,32.8426055908203125,-105.98909759521484375,anonymous,EN,56,32,13,82,9,9,77,8,89,74,85,70,82,87,68,Male,29,Democrat,88310,"drink coffee,cook at home,drive to work",,88873408
2018-10-05 11:56:28,2018-10-05 11:58:45,IP Address,24.6.169.86,100,136,True,2018-10-05 11:58:45,R_vDmUoaJCMrNHtU5,,,,,37.3495025634765625,-122.116302490234375,anonymous,EN,57,33,77,88,8,22,22,1,22,13,77,74,86,51,63,Female,30,Democrat,95035,"drink coffee,cook at home,go to the gym,drive to work",,64686721
2018-10-05 11:56:41,2018-10-05 11:58:46,IP Address,73.214.83.191,100,124,True,2018-10-05 11:58:46,R_3fUn3sDVRFBKC8y,,,,,39.645599365234375,-79.94329833984375,anonymous,EN,31,30,30,75,10,35,30,5,21,60,80,55,35,35,30,Male,37,Democrat,26505,"drink coffee,cook at home,go to the gym,drive to work",,86953314
2018-10-05 11:56:36,2018-10-05 11:58:49,IP Address,130.126.255.240,100,133,True,2018-10-05 11:58:49,R_3rHaAk161tKT5cJ,,,,,40.1094970703125,-88.21230316162109375,anonymous,EN,52,44,14,85,14,34,10,9,20,38,64,66,92,23,45,Male,25,Democrat,61801,"drink coffee,cook at home,go to the gym,drive to work",Thanks for the HIT! Instructions were clear. Good luck!,12341907
2018-10-05 11:56:25,2018-10-05 11:59:08,IP Address,74.221.181.10,100,162,True,2018-10-05 11:59:08,R_ClG99nuerROcxsR,,,,,35.1300048828125,-85.29070281982421875,anonymous,EN,40,50,5,75,20,40,5,5,10,20,80,80,60,10,65,Female,49,Democrat,37379,"drink coffee,cook at home,go to the gym,drive to work",,66942134
2018-10-05 11:56:36,2018-10-05 11:59:29,IP Address,97.104.64.111,100,172,True,2018-10-05 11:59:29,R_3LgX3oZbuff8xhQ,,,,,27.966796875,-80.5095977783203125,anonymous,EN,41,43,61,76,10,30,22,8,19,28,87,50,76,15,58,Female,58,Democrat,32951,"drink coffee,cook at home,go to the gym,drive to work",,32004831
2018-10-05 11:56:43,2018-10-05 11:59:30,IP Address,99.17.246.118,100,166,True,2018-10-05 11:59:30,R_2Cv6ZHL32Bd8tfJ,,,,,40.1009063720703125,-83.01409912109375,anonymous,EN,75,35,30,90,3,15,3,5,8,15,95,80,99,30,60,Female,40,Democrat,43229,"drink coffee,cook at home,go to the gym,drive to work",,34783787
2018-10-05 11:52:14,2018-10-05 11:59:55,IP Address,67.250.96.148,100,460,True,2018-10-05 11:59:55,R_3EyZXGIk2Tfgz1L,,,,,40.5966033935546875,-74.0774993896484375,anonymous,EN,60,31,30,75,15,65,15,21,20,5,60,35,85,35,88,Female,24,Independent,10304,"drink coffee,cook at home,go to the gym,drive to work",,81073420
2018-10-05 11:58:10,2018-10-05 12:00:08,IP Address,66.24.228.221,100,117,True,2018-10-05 12:00:08,R_1pthiSB4ZgNJfut,,,,,42.1045074462890625,-79.2519989013671875,anonymous,EN,75,25,30,80,15,30,50,34,38,37,45,75,65,29,85,Male,42,Democrat,14701,"drink coffee,cook at home,go to the gym,drive to work",,56007686
2018-10-05 11:53:46,2018-10-05 12:00:41,IP Address,73.169.233.243,100,414,True,2018-10-05 12:00:41,R_eA1b99ZL36Nj9hD,,,,,48.4647979736328125,-122.60919952392578125,anonymous,EN,40,48,31,78,19,21,28,18,35,29,71,92,91,29,73,Female,57,Independent,98101,"drink coffee,cook at home,go to the gym,drive to work",,26790126
2018-10-05 11:59:09,2018-10-05 12:01:05,IP Address,192.3.118.122,100,115,True,2018-10-05 12:01:05,R_3gSdUi7F0byRkRG,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,93,94,91,91,92,91,93,71,92,91,96,89,88,87,89,Male,28,Democrat,75428,go to the gym,no,94744615
2018-10-05 11:58:05,2018-10-05 12:01:43,IP Address,72.24.233.212,100,217,True,2018-10-05 12:01:43,R_3HFzJJHntPxF1av,,,,,34.6248016357421875,-112.4219970703125,anonymous,EN,70,50,35,40,30,15,10,5,30,25,70,65,85,20,80,Male,28,Republican,86314,"drink coffee,cook at home,go to the gym,drive to work",,85201438
2018-10-05 11:56:44,2018-10-05 12:03:06,IP Address,67.250.96.148,100,382,True,2018-10-05 12:03:06,R_21zSVjgZ7n9WaEq,,,,,40.5966033935546875,-74.0774993896484375,anonymous,EN,55,30,36,65,21,77,15,15,21,8,60,31,85,36,90,Male,23,Independent,10303,"drink coffee,cook at home,go to the gym,drive to work",,18034117
2018-10-05 11:58:22,2018-10-05 12:03:35,IP Address,192.238.218.146,100,312,True,2018-10-05 12:03:35,R_2bI9Kmq5DmXNoGU,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,61,57,48,90,30,82,56,64,65,55,75,70,63,81,75,Female,40,Democrat,61104,"drink coffee,cook at home,go to the gym,drive to work",,96314246
2018-10-05 12:03:52,2018-10-05 12:06:24,IP Address,185.244.215.252,100,151,True,2018-10-05 12:06:24,R_2zuodNlQ000Uz9V,,,,,40.721405029296875,-74.0052032470703125,anonymous,EN,69,39,26,73,22,38,44,12,21,48,58,77,67,49,57,Male,47,Democrat,31312,"drink coffee,cook at home,go to the gym,drive to work,read newspapers",,69708774
2018-10-05 12:06:24,2018-10-05 12:08:42,IP Address,173.81.116.50,100,137,True,2018-10-05 12:08:43,R_3gZSdyBeluYjdpn,,,,,38.376007080078125,-81.74770355224609375,anonymous,EN,52,32,13,56,16,32,21,12,22,8,91,46,71,41,85,Female,43,Republican,25387,"drink coffee,cook at home,go to the gym,drive to work",,24503885
2018-10-05 12:07:51,2018-10-05 12:10:29,IP Address,68.193.24.142,100,157,True,2018-10-05 12:10:29,R_296T77CsiG63afa,,,,,40.675994873046875,-73.96289825439453125,anonymous,EN,78,31,82,97,18,79,14,25,16,48,44,45,85,29,86,Male,32,Democrat,11206,"watch TV,read newspapers,go to the movies,go to bars",,67858251
2018-10-05 12:08:10,2018-10-05 12:10:46,IP Address,73.140.103.207,100,156,True,2018-10-05 12:10:46,R_0Pa04JOrf6hBwD7,,,,,47.2256927490234375,-122.2720947265625,anonymous,EN,59,25,32,72,16,24,8,2,14,9,80,30,65,19,51,Female,24,Democrat,98338,"drink coffee,cook at home,go to the gym,drive to work",,92446568
2018-10-05 12:12:25,2018-10-05 12:15:28,IP Address,196.17.65.121,100,183,True,2018-10-05 12:15:29,R_A1gHL5A6aTe9mV3,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,91,74,50,93,69,64,78,89,77,76,76,77,65,54,83,Female,28,Republican,90001,"drink coffee,cook at home,go to the gym,drive to work",,32335380
